Iso3;ActorQID;ConflictQID;ConflictLabel;TypeQID;TypeLabel;Start;End;Tag
JPN;Q188712;Q711223;Battle of Mindoro;Q178561;batalha;1944-12-13T00:00:00Z;1944-12-16T00:00:00Z;all
JPN;Q188712;Q18920234;Battle of Labuan;Q178561;batalha;1945-06-10T00:00:00Z;1945-06-21T00:00:00Z;all
JPN;Q188712;Q4873065;Battle off Endau;Q178561;batalha;1942-01-26T00:00:00Z;1942-01-27T00:00:00Z;all
JPN;Q188712;Q1363925;Batalha de Port Arthur;Q178561;batalha;;;all
JPN;Q188712;Q504347;Batalha do Mar das Filipinas;Q178561;batalha;1944-06-19T00:00:00Z;1944-06-20T00:00:00Z;all
JPN;Q188712;Q192660;Batalha de Okinawa;Q178561;batalha;1945-04-01T00:00:00Z;1945-06-23T00:00:00Z;all
JPN;Q188712;Q515168;Battle off Horaniu;Q178561;batalha;1943-08-17T00:00:00Z;1943-08-18T00:00:00Z;all
JPN;Q188712;Q173034;Batalha de Midway;Q178561;batalha;1942-06-04T00:00:00Z;1942-06-07T00:00:00Z;all
JPN;Q188712;Q1668495;Battle of Kolombangara;Q178561;batalha;1943-07-12T00:00:00Z;1943-07-13T00:00:00Z;all
JPN;Q188712;Q548819;Batalha das Ilhas Komandorski;Q178561;batalha;;;all
JPN;Q188712;Q1934591;Battle of North Borneo;Q178561;batalha;1945-06-10T00:00:00Z;1945-08-15T00:00:00Z;all
JPN;Q188712;Q263142;Batalha do Mar de Java;Q178561;batalha;;;all
JPN;Q188712;Q10896864;Battle of Fenshuilun;Q178561;batalha;1895-07-13T00:00:00Z;1895-07-16T00:00:00Z;all
JPN;Q188712;Q1440764;Batalha de Timor;Q178561;batalha;1942-02-19T00:00:00Z;1943-02-10T00:00:00Z;all
JPN;Q188712;Q188925;Batalhas de Khalkhin Gol;Q178561;batalha;1939-05-11T00:00:00Z;1939-09-16T00:00:00Z;all
JPN;Q188712;Q701908;Batalha de Vella Lavella;Q178561;batalha;;;all
JPN;Q188712;Q2597051;Battle of Blackett Strait;Q178561;batalha;;;all
JPN;Q188712;Q757871;Indian Ocean raid;Q178561;batalha;1942-03-31T00:00:00Z;1942-04-10T00:00:00Z;all
JPN;Q188712;Q575510;Battle of Pochonbo;Q178561;batalha;;;all
JPN;Q188712;Q80264;Battle of Makassar Strait;Q178561;batalha;;;all
JPN;Q188712;Q1646284;Actions along the Matanikau;Q178561;batalha;1942-09-23T00:00:00Z;1942-10-09T00:00:00Z;all
JPN;Q188712;Q207165;Batalha do Mar de Coral;Q178561;batalha;1942-05-04T00:00:00Z;1942-05-08T00:00:00Z;all
JPN;Q188712;Q702096;Battle of Kula Gulf;Q178561;batalha;;;all
JPN;Q188712;Q308999;Batalha do Golfo de Leyte;Q178561;batalha;1944-10-23T00:00:00Z;1944-10-26T00:00:00Z;all
JPN;Q188712;Q1141380;Batalha da Ilha Wake;Q178561;batalha;1941-12-08T00:00:00Z;1941-12-23T00:00:00Z;all
JPN;Q188712;Q610048;Battle of Balikpapan;Q178561;batalha;1942-01-23T00:00:00Z;1942-01-24T00:00:00Z;all
JPN;Q188712;Q609030;Batalha de Peleliu;Q178561;batalha;1944-09-15T00:00:00Z;1944-11-25T00:00:00Z;all
JPN;Q188712;Q1935947;Batalha de Eniwetok;Q178561;batalha;1944-02-17T00:00:00Z;1944-02-23T00:00:00Z;all
JPN;Q188712;Q1280169;Battle of Prachuap Khiri Khan;Q178561;batalha;1941-12-08T00:00:00Z;1941-12-09T00:00:00Z;all
JPN;Q188712;Q1129167;Convoy GP 55;Q178561;batalha;1943-06-15T00:00:00Z;1943-06-20T00:00:00Z;all
JPN;Q188712;Q52418;Ataque a Pearl Harbor;Q178561;batalha;;;all
JPN;Q188712;Q11481675;Hitachi Maru Incident;Q178561;batalha;;;all
JPN;Q188712;Q697059;Batalha de Hong Kong;Q178561;batalha;1941-12-08T00:00:00Z;1941-12-25T00:00:00Z;all
JPN;Q188712;Q1536686;Battle of Sunda Strait;Q178561;batalha;1942-02-28T00:00:00Z;1942-03-01T00:00:00Z;all
JPN;Q188712;Q1192118;Battle of Chemulpo Bay;Q178561;batalha;;;all
JPN;Q188712;Q24943339;Battle of the Sibuyan Sea;Q178561;batalha;;;all
JPN;Q188712;Q5411051;Battle of Surigao Strait;Q178561;batalha;;;all
JPN;Q188712;Q11296322;Operation Galvanic;Q645883;operação militar;1943-11-20T00:00:00Z;1943-11-23T00:00:00Z;all
JPN;Q188712;Q105871180;Wake Atoll raid;Q645883;operação militar;;;all
JPN;Q188712;Q106619215;Japanese invasion of West Borneo;Q645883;operação militar;1942-01-24T00:00:00Z;1942-01-29T00:00:00Z;all
JPN;Q188712;Q217145;Batalha de Guadalcanal;Q645883;operação militar;1942-08-07T00:00:00Z;1943-02-09T00:00:00Z;all
JPN;Q188712;Q2156895;Campanha de Bornéu;Q645883;operação militar;1945-05-01T00:00:00Z;1945-08-15T00:00:00Z;all
JPN;Q188712;Q1551794;Invasão japonesa da Manchúria;Q645883;operação militar;1931-09-18T00:00:00Z;1932-02-27T00:00:00Z;all
JPN;Q188712;Q2659473;Attack on Sydney Harbour;Q645883;operação militar;1942-05-31T00:00:00Z;1942-06-08T00:00:00Z;all
JPN;Q188712;Q1200928;Ocupação japonesa da Tailândia;Q645883;operação militar;;;all
JPN;Q188712;Q2001082;Intervenção dos Aliados na Guerra Civil Russa;Q645883;operação militar;1918-01-01T00:00:00Z;1925-01-01T00:00:00Z;all
JPN;Q188712;Q488;bombardeamentos de Hiroshima e Nagasaki;Q645883;operação militar;;;all
JPN;Q188712;Q658598;Intervenção na Sibéria;Q645883;operação militar;1918-08-01T00:00:00Z;1920-07-01T00:00:00Z;all
JPN;Q188712;Q703942;Invasão japonesa de Taiwan;Q645883;operação militar;;1874-05-01T00:00:00Z;all
JPN;Q188712;Q705165;Bombing of Chongqing;Q645883;operação militar;1938-02-18T00:00:00Z;1943-08-23T00:00:00Z;all
JPN;Q188712;Q4311063;Raid on Yingkou;Q645883;operação militar;1905-01-12T00:00:00Z;1905-01-29T00:00:00Z;all
JPN;Q188712;Q1758518;Japanese occupation of Kiska;Q645883;operação militar;1942-06-06T00:00:00Z;1943-07-28T00:00:00Z;all
JPN;Q188712;Q116804347;Convoy 2023;Q350604;armed conflict;;;all
JPN;Q188712;Q116804344;Convoy 2022;Q350604;armed conflict;;;all
JPN;Q188712;Q116804345;Convoy 2012;Q350604;armed conflict;;;all
JPN;Q188712;Q116804350;Convoy 2052;Q350604;armed conflict;;;all
JPN;Q188712;Q116804351;Convoy 2063;Q350604;armed conflict;;;all
JPN;Q188712;Q116804348;Convoy 2032;Q350604;armed conflict;;;all
JPN;Q188712;Q116804354;Convoy 2082;Q350604;armed conflict;;;all
JPN;Q188712;Q116804353;Convoy 2082;Q350604;armed conflict;;;all
JPN;Q188712;Q116804358;Convoy 2121;Q350604;armed conflict;;;all
JPN;Q188712;Q116804356;Convoy 2092;Q350604;armed conflict;;;all
JPN;Q188712;Q116804357;Convoy 2112;Q350604;armed conflict;;;all
JPN;Q188712;Q116804362;Convoy 2152;Q350604;armed conflict;;;all
JPN;Q188712;Q116804360;Convoy 2152;Q350604;armed conflict;;;all
JPN;Q188712;Q116804364;Convoy 2194;Q350604;armed conflict;;;all
JPN;Q188712;Q116804330;Rabaul to Palau Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804328;Rabaul to Palau Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804329;Rabaul to Palau Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804335;Rabaul to Palau Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804332;Rabaul to Palau Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804234;Convoy N 206;Q350604;armed conflict;;;all
JPN;Q188712;Q116804333;Rabaul to Palau Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804235;Convoy P 512;Q350604;armed conflict;;;all
JPN;Q188712;Q116804339;Rabaul to Palau Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804336;Rabaul to Palau Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804232;Convoy SO 903;Q350604;armed conflict;;;all
JPN;Q188712;Q116804337;Rabaul to Palau Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804238;Convoy P 614;Q350604;armed conflict;;;all
JPN;Q188712;Q116804239;Convoy SO 002;Q350604;armed conflict;;;all
JPN;Q188712;Q116804236;Convoy P 604;Q350604;armed conflict;;;all
JPN;Q188712;Q116804340;Rabaul to Palau Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804341;Rabaul to Palau Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804242;Convoy SO 105;Q350604;armed conflict;;;all
JPN;Q188712;Q116804241;Convoy SO 003;Q350604;armed conflict;;;all
JPN;Q188712;Q116804246;Convoy SO 404;Q350604;armed conflict;;;all
JPN;Q188712;Q116804244;Convoy SO 105;Q350604;armed conflict;;;all
JPN;Q188712;Q116804245;Convoy SO 205;Q350604;armed conflict;;;all
JPN;Q188712;Q116804250;Convoy SO 505;Q350604;armed conflict;;;all
JPN;Q188712;Q116804248;Convoy SO 406;Q350604;armed conflict;;;all
JPN;Q188712;Q11329922;Convoy H 72;Q350604;armed conflict;;;all
JPN;Q188712;Q116804249;Convoy SO 504;Q350604;armed conflict;;;all
JPN;Q188712;Q116804255;Convoy SO 705;Q350604;armed conflict;;;all
JPN;Q188712;Q116804252;Convoy SO 604;Q350604;armed conflict;;;all
JPN;Q188712;Q116804253;Convoy SO 626;Q350604;armed conflict;;;all
JPN;Q188712;Q116804259;Convoy SO 805;Q350604;armed conflict;;;all
JPN;Q188712;Q11329925;Convoy Hi 87;Q350604;armed conflict;;;all
JPN;Q188712;Q116804256;Convoy SO 705;Q350604;armed conflict;;;all
JPN;Q188712;Q116804257;Convoy SO 705;Q350604;armed conflict;;;all
JPN;Q188712;Q116804262;Convoy SO 806;Q350604;armed conflict;;;all
JPN;Q188712;Q116804263;Convoy SO 806;Q350604;armed conflict;;;all
JPN;Q188712;Q116804260;Convoy SO 805;Q350604;armed conflict;;;all
JPN;Q188712;Q116804266;Convoy SO 903;Q350604;armed conflict;;;all
JPN;Q188712;Q116804267;Convoy SO 904;Q350604;armed conflict;;;all
JPN;Q188712;Q116804264;Convoy SO 807;Q350604;armed conflict;;;all
JPN;Q188712;Q116804270;Convoy SO 905;Q350604;armed conflict;;;all
JPN;Q188712;Q116804268;Convoy SO 904;Q350604;armed conflict;;;all
JPN;Q188712;Q116803983;Convoy 1 Go;Q350604;armed conflict;;;all
JPN;Q188712;Q116804286;Convoy F 2;Q350604;armed conflict;;;all
JPN;Q188712;Q116804287;Convoy O 003;Q350604;armed conflict;;;all
JPN;Q188712;Q116804290;Convoy O 006;Q350604;armed conflict;;;all
JPN;Q188712;Q116804289;Convoy O 005;Q350604;armed conflict;;;all
JPN;Q188712;Q116804295;Convoy O 104;Q350604;armed conflict;;;all
JPN;Q188712;Q116804292;Convoy O 006;Q350604;armed conflict;;;all
JPN;Q188712;Q116804293;Convoy O 006;Q350604;armed conflict;;;all
JPN;Q188712;Q116804298;Convoy O 206;Q350604;armed conflict;;;all
JPN;Q188712;Q116804299;Convoy O 305;Q350604;armed conflict;;;all
JPN;Q188712;Q116804296;Convoy O 105;Q350604;armed conflict;;;all
JPN;Q188712;Q116804271;Palau to Rabaul Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804302;Convoy O 504;Q350604;armed conflict;;;all
JPN;Q188712;Q116804274;Palau to Rabaul Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804301;Convoy O 403;Q350604;armed conflict;;;all
JPN;Q188712;Q116804306;Convoy O 505;Q350604;armed conflict;;;all
JPN;Q188712;Q116804273;Palau to Rabaul Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804304;Convoy O 504;Q350604;armed conflict;;;all
JPN;Q188712;Q116804279;Palau to Rabaul Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804305;Convoy O 505;Q350604;armed conflict;;;all
JPN;Q188712;Q116804276;Palau to Rabaul Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804277;Palau to Rabaul Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804311;Convoy O 604;Q350604;armed conflict;;;all
JPN;Q188712;Q116804308;Convoy O 602A/O 602B;Q350604;armed conflict;;;all
JPN;Q188712;Q116804283;Palau to Rabaul Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804309;Convoy O 604;Q350604;armed conflict;;;all
JPN;Q188712;Q116804280;Palau to Rabaul Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804314;Convoy O 703;Q350604;armed conflict;;;all
JPN;Q188712;Q116804281;Palau to Rabaul Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804315;Convoy O 704;Q350604;armed conflict;;;all
JPN;Q188712;Q116804312;Convoy O 605;Q350604;armed conflict;;;all
JPN;Q188712;Q116804284;Palau to Rabaul Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804319;Convoy O 803;Q350604;armed conflict;;;all
JPN;Q188712;Q116804317;Convoy O 706;Q350604;armed conflict;;;all
JPN;Q188712;Q116804322;Convoy O 902;Q350604;armed conflict;;;all
JPN;Q188712;Q116804321;Convoy O 805;Q350604;armed conflict;;;all
JPN;Q188712;Q116804326;Convoy R 09;Q350604;armed conflict;;;all
JPN;Q188712;Q116804324;Convoy O 903;Q350604;armed conflict;;;all
JPN;Q188712;Q116804325;Convoy O 908;Q350604;armed conflict;;;all
JPN;Q188712;Q116804343;Convoy 1210;Q350604;armed conflict;;;all
JPN;Q188712;Q116804366;Convoy 2212;Q350604;armed conflict;;;all
JPN;Q188712;Q116804365;Convoy 2202;Q350604;armed conflict;;;all
JPN;Q188712;Q116804371;Convoy 2252;Q350604;armed conflict;;;all
JPN;Q188712;Q116804368;Convoy 2222;Q350604;armed conflict;;;all
JPN;Q188712;Q116804369;Convoy 2252;Q350604;armed conflict;;;all
JPN;Q188712;Q116804374;Convoy 2272;Q350604;armed conflict;;;all
JPN;Q188712;Q116804375;Convoy 2274;Q350604;armed conflict;;;all
JPN;Q188712;Q116804372;Convoy 2262;Q350604;armed conflict;;;all
JPN;Q188712;Q116804378;Convoy 2312;Q350604;armed conflict;;;all
JPN;Q188712;Q116804379;Convoy 2323;Q350604;armed conflict;;;all
JPN;Q188712;Q116804377;Convoy 2302;Q350604;armed conflict;;;all
JPN;Q188712;Q116813087;Convoy 3009;Q350604;armed conflict;;;all
JPN;Q188712;Q116813090;Convoy 3083;Q350604;armed conflict;;;all
JPN;Q188712;Q116804391;Convoy 1013;Q350604;armed conflict;;;all
JPN;Q188712;Q116813091;Convoy 3101/3001;Q350604;armed conflict;;;all
JPN;Q188712;Q116813088;Convoy 3020;Q350604;armed conflict;;;all
JPN;Q188712;Q116813089;Convoy 3026;Q350604;armed conflict;;;all
JPN;Q188712;Q116804394;Convoy 1041;Q350604;armed conflict;;;all
JPN;Q188712;Q116804395;Convoy 1055;Q350604;armed conflict;;;all
JPN;Q188712;Q116813095;Convoy 3113;Q350604;armed conflict;;;all
JPN;Q188712;Q116804392;Convoy 1023;Q350604;armed conflict;;;all
JPN;Q188712;Q116813092;Convoy 3107;Q350604;armed conflict;;;all
JPN;Q188712;Q116813093;Convoy 3109;Q350604;armed conflict;;;all
JPN;Q188712;Q116813098;Convoy 3120;Q350604;armed conflict;;;all
JPN;Q188712;Q116804399;Convoy 1091;Q350604;armed conflict;;;all
JPN;Q188712;Q116813099;Convoy 3123;Q350604;armed conflict;;;all
JPN;Q188712;Q116813096;Convoy 3114A;Q350604;armed conflict;;;all
JPN;Q188712;Q116804397;Convoy 1064;Q350604;armed conflict;;;all
JPN;Q188712;Q116813097;Convoy 3115;Q350604;armed conflict;;;all
JPN;Q188712;Q116804402;Convoy 1103;Q350604;armed conflict;;;all
JPN;Q188712;Q116813102;Convoy 3131;Q350604;armed conflict;;;all
JPN;Q188712;Q116804403;Convoy 1121;Q350604;armed conflict;;;all
JPN;Q188712;Q116804400;Convoy 1092;Q350604;armed conflict;;;all
JPN;Q188712;Q116813100;Convoy 3125A;Q350604;armed conflict;;;all
JPN;Q188712;Q116813101;Convoy 3128;Q350604;armed conflict;;;all
JPN;Q188712;Q116804406;Convoy 1123;Q350604;armed conflict;;;all
JPN;Q188712;Q116813106;Convoy 3211;Q350604;armed conflict;;;all
JPN;Q188712;Q116804431;Truk to Rabaul convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116813107;Convoy 3211A;Q350604;armed conflict;;;all
JPN;Q188712;Q116813104;Convoy 3201;Q350604;armed conflict;;;all
JPN;Q188712;Q116804405;Convoy 1122;Q350604;armed conflict;;;all
JPN;Q188712;Q116804429;Truk to Rabaul convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116813105;Convoy 3206;Q350604;armed conflict;;;all
JPN;Q188712;Q116804410;Convoy 1143;Q350604;armed conflict;;;all
JPN;Q188712;Q116804434;Truk to Rabaul convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116813110;Convoy 3231;Q350604;armed conflict;;;all
JPN;Q188712;Q116804435;Truk to Rabaul convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116813111;Convoy 3231B;Q350604;armed conflict;;;all
JPN;Q188712;Q116804408;Convoy 1133;Q350604;armed conflict;;;all
JPN;Q188712;Q116804432;Truk to Rabaul convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116813108;Convoy 3219;Q350604;armed conflict;;;all
JPN;Q188712;Q116804409;Convoy 1142;Q350604;armed conflict;;;all
JPN;Q188712;Q116813109;Convoy 3225;Q350604;armed conflict;;;all
JPN;Q188712;Q116813114;Convoy 3420;Q350604;armed conflict;;;all
JPN;Q188712;Q116804415;Convoy 1172;Q350604;armed conflict;;;all
JPN;Q188712;Q116813115;Convoy 3503;Q350604;armed conflict;;;all
JPN;Q188712;Q116804412;Convoy 1152;Q350604;armed conflict;;;all
JPN;Q188712;Q116813112;Convoy 3301A;Q350604;armed conflict;;;all
JPN;Q188712;Q116804413;Convoy 1152;Q350604;armed conflict;;;all
JPN;Q188712;Q116813113;Convoy 3310;Q350604;armed conflict;;;all
JPN;Q188712;Q116804418;Convoy 1201;Q350604;armed conflict;;;all
JPN;Q188712;Q116813118;Convoy 3113;Q350604;armed conflict;;;all
JPN;Q188712;Q116804419;Convoy 1212;Q350604;armed conflict;;;all
JPN;Q188712;Q116813119;Convoy 3515;Q350604;armed conflict;;;all
JPN;Q188712;Q116804416;Convoy 1182;Q350604;armed conflict;;;all
JPN;Q188712;Q116813116;Convoy 3508;Q350604;armed conflict;;;all
JPN;Q188712;Q116813117;Convoy 3514A;Q350604;armed conflict;;;all
JPN;Q188712;Q116804422;Convoy 1242;Q350604;armed conflict;;;all
JPN;Q188712;Q116813122;Convoy 3526;Q350604;armed conflict;;;all
JPN;Q188712;Q116804423;Convoy 1272;Q350604;armed conflict;;;all
JPN;Q188712;Q116804447;Truk to Rabaul convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116813123;Convoy 3607;Q350604;armed conflict;;;all
JPN;Q188712;Q116813120;Convoy 3516;Q350604;armed conflict;;;all
JPN;Q188712;Q116804421;Convoy 1232;Q350604;armed conflict;;;all
JPN;Q188712;Q116804445;Truk to Rabaul convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116813121;Convoy 3521;Q350604;armed conflict;;;all
JPN;Q188712;Q116804426;Convoy 2102;Q350604;armed conflict;;;all
JPN;Q188712;Q116813126;Convoy 3623;Q350604;armed conflict;;;all
JPN;Q188712;Q116813127;Convoy 3625;Q350604;armed conflict;;;all
JPN;Q188712;Q116804448;Truk to Rabaul convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116813124;Convoy 3613;Q350604;armed conflict;;;all
JPN;Q188712;Q116804425;Convoy 1291;Q350604;armed conflict;;;all
JPN;Q188712;Q116813125;Convoy 3619;Q350604;armed conflict;;;all
JPN;Q188712;Q116813130;Convoy 3719;Q350604;armed conflict;;;all
JPN;Q188712;Q116813128;Convoy 3702;Q350604;armed conflict;;;all
JPN;Q188712;Q116813129;Convoy 3709;Q350604;armed conflict;;;all
JPN;Q188712;Q116804382;Rabaul to Truk Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804438;Q116804438;Q350604;armed conflict;;;all
JPN;Q188712;Q116804381;Rabaul to Truk Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804428;Convoy O 904/O 905;Q350604;armed conflict;;;all
JPN;Q188712;Q116804387;Rabaul to Truk Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804384;Rabaul to Truk Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804385;Rabaul to Truk Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804442;Convoy 1282;Q350604;armed conflict;;;all
JPN;Q188712;Q116804390;Rabaul to Truk Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804388;Rabaul to Truk Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116804441;Convoy 2213;Q350604;armed conflict;;;all
JPN;Q188712;Q116804444;Convoy 1151;Q350604;armed conflict;;;all
JPN;Q188712;Q116804449;Convoy 35;Q350604;armed conflict;;;all
JPN;Q188712;Q116804439;Rabaul to Palau Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q184425;Guerra do Pacífico;Q350604;armed conflict;1941-12-07T00:00:00Z;1945-09-02T00:00:00Z;all
JPN;Q188712;Q116813250;Saipan to Truk Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116813251;Saipan to Truk Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116813249;Saipan to Truk Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116813252;Saipan to Truk Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116813253;Saipan to Truk Convoy;Q350604;armed conflict;;;all
JPN;Q188712;Q116813188;Convoy 5202;Q350604;armed conflict;;;all
JPN;Q188712;Q116813189;Convoy 5203;Q350604;armed conflict;;;all
JPN;Q188712;Q116813194;Convoy 5284;Q350604;armed conflict;;;all
JPN;Q188712;Q116813195;Convoy 5291;Q350604;armed conflict;;;all
JPN;Q188712;Q116813192;Convoy 5282;Q350604;armed conflict;;;all
JPN;Q188712;Q116813193;Convoy 5283;Q350604;armed conflict;;;all
JPN;Q188712;Q116813198;Convoy 6042;Q350604;armed conflict;;;all
JPN;Q188712;Q116813199;Convoy 6053;Q350604;armed conflict;;;all
JPN;Q188712;Q116813196;Convoy 5872;Q350604;armed conflict;;;all
JPN;Q188712;Q116813197;Convoy 6011;Q350604;armed conflict;;;all
JPN;Q188712;Q116813202;Convoy 6188;Q350604;armed conflict;;;all
JPN;Q188712;Q116813203;Convoy 6202;Q350604;armed conflict;;;all
JPN;Q188712;Q116813200;Convoy 6093;Q350604;armed conflict;;;all
JPN;Q188712;Q116813201;Convoy 6113;Q350604;armed conflict;;;all
JPN;Q188712;Q116813206;Convoy 6252;Q350604;armed conflict;;;all
JPN;Q188712;Q116813207;Convoy 6283;Q350604;armed conflict;;;all
JPN;Q188712;Q116813204;Convoy 6202;Q350604;armed conflict;;;all
JPN;Q188712;Q116813205;Convoy 6242;Q350604;armed conflict;;;all
JPN;Q188712;Q116813210;Convoy 7081;Q350604;armed conflict;;;all
JPN;Q188712;Q116813211;Convoy 7111;Q350604;armed conflict;;;all
JPN;Q188712;Q116813208;Convoy 7071;Q350604;armed conflict;;;all
JPN;Q188712;Q116813209;Convoy 7072;Q350604;armed conflict;;;all
JPN;Q188712;Q116813214;Convoy 7181;Q350604;armed conflict;;;all
JPN;Q188712;Q116813215;Convoy 7202;Q350604;armed conflict;;;all
JPN;Q188712;Q116813212;Convoy 7125;Q350604;armed conflict;;;all
JPN;Q188712;Q116813213;Convoy 7144;Q350604;armed conflict;;;all
JPN;Q188712;Q116813218;Convoy 7233;Q350604;armed conflict;;;all
JPN;Q188712;Q116813219;Convoy 7242;Q350604;armed conflict;;;all
JPN;Q188712;Q116813216;Convoy 7202;Q350604;armed conflict;;;all
JPN;Q188712;Q116813217;Convoy 7222;Q350604;armed conflict;;;all
JPN;Q188712;Q116813222;Convoy 8011;Q350604;armed conflict;;;all
JPN;Q188712;Q116813223;Convoy 8012;Q350604;armed conflict;;;all
JPN;Q188712;Q116813220;Convoy 7272;Q350604;armed conflict;;;all
JPN;Q188712;Q116813221;Convoy 7826;Q350604;armed conflict;;;all
JPN;Q188712;Q116813231;Q116813231;Q350604;armed conflict;;;all
JPN;Q188712;Q116813226;Convoy 8142;Q350604;armed conflict;;;all
JPN;Q188712;Q116813227;Convoy 8161;Q350604;armed conflict;;;all
JPN;Q188712;Q116813225;Convoy 8031;Q350604;armed conflict;;;all
JPN;Q188712;Q116813232;Q116813232;Q350604;armed conflict;;;all
JPN;Q188712;Q116813230;Convoy 8301;Q350604;armed conflict;;;all
JPN;Q188712;Q116813233;Q116813233;Q350604;armed conflict;;;all
JPN;Q188712;Q116813228;Convoy 8175;Q350604;armed conflict;;;all
JPN;Q188712;Q116813229;Convoy 8283;Q350604;armed conflict;;;all
JPN;Q188712;Q116813131;Convoy 3724;Q350604;armed conflict;;;all
JPN;Q188712;Q116813134;Convoy 3803A;Q350604;armed conflict;;;all
JPN;Q188712;Q116813132;Convoy 3726;Q350604;armed conflict;;;all
JPN;Q188712;Q116813133;Convoy 3731;Q350604;armed conflict;;;all
JPN;Q188712;Q116813138;Convoy 3821;Q350604;armed conflict;;;all
JPN;Q188712;Q116813139;Convoy 3827;Q350604;armed conflict;;;all
JPN;Q188712;Q116813136;Convoy 3809;Q350604;armed conflict;;;all
JPN;Q188712;Q116813137;Convoy 3815;Q350604;armed conflict;;;all
JPN;Q188712;Q116813142;Convoy 3923;Q350604;armed conflict;;;all
JPN;Q188712;Q116813143;Convoy 4003;Q350604;armed conflict;;;all
JPN;Q188712;Q116813140;Convoy 3914;Q350604;armed conflict;;;all
JPN;Q188712;Q116813141;Convoy 3921;Q350604;armed conflict;;;all
JPN;Q188712;Q116813146;Convoy 4022/4032;Q350604;armed conflict;;;all
JPN;Q188712;Q116813147;Convoy 4102;Q350604;armed conflict;;;all
JPN;Q188712;Q116813144;Convoy 4008;Q350604;armed conflict;;;all
JPN;Q188712;Q116813145;Convoy 4014;Q350604;armed conflict;;;all
JPN;Q188712;Q116813150;Convoy 4108;Q350604;armed conflict;;;all
JPN;Q188712;Q116813151;Convoy 4114;Q350604;armed conflict;;;all
JPN;Q188712;Q116813148;Convoy 4102;Q350604;armed conflict;;;all
JPN;Q188712;Q116813149;Convoy 4107;Q350604;armed conflict;;;all
JPN;Q188712;Q116813154;Convoy 4125;Q350604;armed conflict;;;all
JPN;Q188712;Q116813155;Convoy 4127;Q350604;armed conflict;;;all
JPN;Q188712;Q116813152;Convoy 4119;Q350604;armed conflict;;;all
JPN;Q188712;Q116813153;Convoy 4120;Q350604;armed conflict;;;all
JPN;Q188712;Q116813158;Convoy 4215;Q350604;armed conflict;;;all
JPN;Q188712;Q116813159;Convoy 4215;Q350604;armed conflict;;;all
JPN;Q188712;Q116813156;Convoy 4205;Q350604;armed conflict;;;all
JPN;Q188712;Q116813157;Convoy 4212/4213;Q350604;armed conflict;;;all
JPN;Q188712;Q116813162;Convoy 4304;Q350604;armed conflict;;;all
JPN;Q188712;Q116813163;Convoy 4426;Q350604;armed conflict;;;all
JPN;Q188712;Q116813160;Convoy 4222;Q350604;armed conflict;;;all
JPN;Q188712;Q116813161;Convoy 4226;Q350604;armed conflict;;;all
JPN;Q188712;Q116813166;Convoy 4521;Q350604;armed conflict;;;all
