iso3;lake_name;area_km2;lat;lon;scalerank;featurecla;source
CHN;Manas;;27.17957486523379;91.31690484797545;7;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Maquan;;29.530746070415052;84.92806894794316;2;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Mei;;26.332750923171076;115.74328052350143;9;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Mekong;;24.08792075651873;99.94548947597876;2;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Min;;26.839800849571432;118.04327705866993;7;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Muling;;45.177825688772856;131.464243381857;9;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;N'Mai;;26.96702461830555;98.14782851064913;4;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Nanpan;;24.73742908863277;104.42316368073571;4;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Nanweng;;51.218949655438244;125.39066806027382;8;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Nemor;;48.41394188259026;126.27248543764263;9;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Nen;;49.03124511483233;124.84865621048051;8;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;None;;47.618087328864505;88.80556236574618;9;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Ou;;28.17252558331253;119.6994602654129;8;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Qarqan;;37.36714843996804;86.74529392864241;9;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Qin;;35.59370624236453;112.63634922661312;8;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Quan;;33.594377276987316;113.96077280654696;9;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Qumar;;35.22595965922439;92.18079912154066;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
CHN;Rong;;24.88261206967439;109.31011885806885;8;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Salween;;31.29471581310798;94.00981398142912;4;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Sanggan;;40.269553374423;115.58418073589849;7;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
CHN;Sapt;;27.24364606865916;86.9350465190435;7;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Shandia;;42.05429878521823;116.16406284304782;8;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Shiquan;;32.150128717583335;80.89236976217546;3;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Songacha;;45.28951201452139;133.12244054329338;7;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Songhua;;43.640669139319776;126.8236978068176;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
CHN;Sutlej;;31.248404880931638;77.4624864142918;6;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
CHN;Sông Đà;;22.39754966542358;102.86279937048462;8;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Tao’er;;45.71754042331881;123.93500462945077;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
CHN;Tarim;;41.1167274495301;84.39435100020727;6;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Tongtian;;33.63683056090622;95.9997563899515;1;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Toxkan;;40.96360114107613;77.87406477354055;8;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Tumen;;42.46319285103466;129.59746653511243;9;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Tuo;;30.806571142155192;104.26424649600416;9;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Tuotuo;;34.229380047249904;91.91002477056425;1;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Ussuri;;47.03081086409012;134.1924267838523;7;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Vermelho;;22.796386153765788;103.42003171876856;6;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Wei;;34.56222624176576;107.16196353829704;8;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Wu;;27.69395670909904;107.04340957747011;7;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Wuding;;37.49919376159665;110.27647966975697;8;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Wujia;;40.87178950732482;108.79288389991446;7;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
CHN;Xar Moron;;43.200889168671885;118.74638303149584;6;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Xi-;;23.01935284757496;112.62252940399968;4;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Xiang;;27.094808928190737;112.2742131440999;7;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Xiliao;;43.603531352678246;122.20608845715373;6;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Xun;;23.47169652304457;110.65676309163963;4;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Yalong;;30.50637724998456;100.16137670021028;7;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Yalu;;40.55784860078876;125.12676015447822;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
CHN;Yangtzé;;30.629986651389363;116.24515420754335;1;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Yarkant;;38.13608965097353;77.70928533070449;6;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Yarlung;;29.26918015120616;91.01825066045987;2;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Yi;;35.29055503342848;118.7451906630326;9;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Ying;;32.81835569448722;116.02737540817122;9;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Yong;;22.81757461659666;108.52202781155333;7;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Yongding;;39.72361155324978;116.24013933625591;7;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;You;;23.73748628445094;106.74906842057369;7;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Yu;;22.94989305844604;109.55574994371861;7;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Yuan;;28.96460453332928;112.56100631192338;6;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
CHN;Yurungkash;;36.44242710418691;80.33730865223374;8;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Za;;32.71762901132133;95.59557215451362;2;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Zayü;;28.91567715915644;97.30814762453556;8;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Za’gya;;32.306800568864425;90.1830948546688;8;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Zeya;;52.869925183197324;128.60750804305934;7;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Zhang;;36.47261800343929;114.1971860141598;8;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Zi;;32.655475733499486;96.42501856849337;9;River;NaturalEarth_10m_rivers_lake_centerlines
CHN;Zuo;;22.571201139968178;107.02900956519959;8;River;NaturalEarth_10m_rivers_lake_centerlines
CIV;Bagoé;;10.868664196848874;-6.427985902143016;9;River;NaturalEarth_10m_rivers_lake_centerlines
CIV;Bandama;;7.355403263614742;-5.561062314655092;7;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
CIV;Bandama Blanc;;9.042472526785296;-5.537646593976764;7;River;NaturalEarth_10m_rivers_lake_centerlines
CIV;Baoulé;;11.29258947424992;-7.380953915083793;7;River;NaturalEarth_10m_rivers_lake_centerlines
CIV;Komoé;;8.180472632407493;-4.0877415448230465;7;River;NaturalEarth_10m_rivers_lake_centerlines
CIV;Sassandra;;6.646176967916319;-7.018595229427796;6;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
CIV;Volta Negro;;10.752776031766674;-3.106400010875752;5;River;NaturalEarth_10m_rivers_lake_centerlines
CMR;Aïna;;1.9247753275357184;13.03598279982739;7;River;NaturalEarth_10m_rivers_lake_centerlines
CMR;Benue;;8.911195944136288;13.29426310022006;4;River;NaturalEarth_10m_rivers_lake_centerlines
CMR;Chari;;11.00096507066564;16.176784321907526;6;River;NaturalEarth_10m_rivers_lake_centerlines
CMR;Dja;;2.6860037791561338;13.930551188670444;8;River;NaturalEarth_10m_rivers_lake_centerlines
CMR;Kadéï;;3.803415300609818;15.310265080561187;6;River;NaturalEarth_10m_rivers_lake_centerlines
CMR;Logone;;9.778273904944987;15.687440005662506;7;River;NaturalEarth_10m_rivers_lake_centerlines
CMR;Lom;;5.692628296415968;13.97253662424657;6;River;NaturalEarth_10m_rivers_lake_centerlines
CMR;Mbam;;5.728190908615035;11.511529846793533;7;River;NaturalEarth_10m_rivers_lake_centerlines
CMR;None;;6.357710480002358;12.919620080569382;9;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
CMR;Sanagá;;4.364194271330225;11.4330459387258;6;River;NaturalEarth_10m_rivers_lake_centerlines
CMR;Sangha;;0.24619076073630491;16.855067029217203;6;River;NaturalEarth_10m_rivers_lake_centerlines
CMR;Vina;;7.628214443624274;14.503756386626339;7;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Aruwimi;;1.5657056857849356;25.188485952623516;7;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Busira;;-0.18494862921014693;19.85398876549481;6;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Cassai;;-6.1295236382370515;20.366465231485208;3;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Chinko;;6.28511925228891;24.284617495139447;8;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Congo;;-7.138976546492156;26.89681988300092;2;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Cuango;;-7.373136588795622;17.47130873821474;6;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Cuílo;;-6.712076706441085;18.97093379041501;8;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Ebola;;3.5391092563301507;21.79846309762186;8;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Fimi;;-2.8497924666755208;17.55694773192103;8;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Inkisi;;-5.941305064900079;15.205954999059768;8;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Ituri;;1.3513508632052809;28.65148332791008;7;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Kibali;;3.1282005261836803;29.641671988399924;3;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Lobaye;;4.57786196995233;17.050748917835115;8;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Lokoro;;-2.1721798445307736;18.290904272820935;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
COD;Lomami;;-3.9601855673149196;24.96715982778169;7;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Lua;;3.532113147286543;19.24952691110623;8;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Lualaba;;-10.036795649322697;25.773387575991187;2;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Luapula;;-11.298471186387193;28.855046289400615;8;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Lufira;;-10.860287261651827;27.106747715536713;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
COD;Lukenie;;-3.386131383033555;21.054338799489223;8;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Lukuga;;-5.599639706949967;29.526754170549367;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
COD;Luvua;;-8.933646268198379;28.73732433615417;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
COD;Mbomou;;4.954782772245741;24.782657087549126;7;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Mongala;;2.541411457391811;20.470635465302415;8;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Ruki;;-0.05112611850549058;18.57120061684135;6;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Ruzizi;;-4.392478749136154;29.377247688155936;7;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
COD;Sankuru;;-6.138425330536316;23.246054396936913;8;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Semliki;;1.1192459869155125;30.537336036420733;6;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
COD;Tshuapa;;-1.2237775941408684;22.889045835184188;6;River;NaturalEarth_10m_rivers_lake_centerlines
COD;Uele;;4.031603974068163;23.413331990951026;3;River;NaturalEarth_10m_rivers_lake_centerlines
COG;Alima;;-1.5318225117439785;15.379447434585293;8;River;NaturalEarth_10m_rivers_lake_centerlines
COG;Aïna;;1.9247753275357184;13.03598279982739;7;River;NaturalEarth_10m_rivers_lake_centerlines
COG;Congo;;-1.0208138144089505;18.17520320818544;2;River;NaturalEarth_10m_rivers_lake_centerlines
COG;Dja;;2.6860037791561338;13.930551188670444;8;River;NaturalEarth_10m_rivers_lake_centerlines
COG;Kadéï;;3.803415300609818;15.310265080561187;6;River;NaturalEarth_10m_rivers_lake_centerlines
COG;Kouilou;;-3.8584108066739486;12.21691187983095;8;River;NaturalEarth_10m_rivers_lake_centerlines
COG;Ngunié;;-1.6662835729426975;11.124174330681939;8;River;NaturalEarth_10m_rivers_lake_centerlines
COG;Niari;;-3.923956980031402;13.708930772539293;8;River;NaturalEarth_10m_rivers_lake_centerlines
COG;Ogooué;;-0.958065029784578;11.736953539252433;8;River;NaturalEarth_10m_rivers_lake_centerlines
COG;Sangha;;0.24619076073630491;16.855067029217203;6;River;NaturalEarth_10m_rivers_lake_centerlines
COG;Ubangui;;1.6100120251499257;18.111798272846517;3;River;NaturalEarth_10m_rivers_lake_centerlines
COL;Ajajú;;0.35961081656789035;-71.71028414264488;9;River;NaturalEarth_10m_rivers_lake_centerlines
COL;Amazonas;;-3.1253105356748976;-63.345838442968834;1;River;NaturalEarth_10m_rivers_lake_centerlines
COL;Atrato;;6.717409539410667;-76.85740837669911;7;River;NaturalEarth_10m_rivers_lake_centerlines
COL;Cauca;;5.9680601229380255;-75.68114429698599;9;River;NaturalEarth_10m_rivers_lake_centerlines
COL;Içá;;-1.566534030710978;-72.61254605724528;7;River;NaturalEarth_10m_rivers_lake_centerlines
COL;Japurá;;-0.35212449073240965;-73.1305958006227;5;River;NaturalEarth_10m_rivers_lake_centerlines
COL;Magdalena;;6.388019664786607;-74.71319115435708;4;River;NaturalEarth_10m_rivers_lake_centerlines
COL;Meta;;5.1466649268968245;-70.97463598317175;6;River;NaturalEarth_10m_rivers_lake_centerlines
COL;Mira;;1.0367619476768999;-78.45368896346763;8;River;NaturalEarth_10m_rivers_lake_centerlines
COL;Negro;;3.283463236115497;-71.04728370359848;7;River;NaturalEarth_10m_rivers_lake_centerlines
COL;None;;8.896378363525475;-72.7015159214569;9;River;NaturalEarth_10m_rivers_lake_centerlines
COL;Orinoco;;6.139263641944194;-65.03075513133739;3;River;NaturalEarth_10m_rivers_lake_centerlines
COL;Uaupés;;0.6918082252641025;-69.4221389635988;9;River;NaturalEarth_10m_rivers_lake_centerlines
CRI;Rio Chirripó del Atlántico;;9.845016142495101;-83.35986627622843;8;River;NaturalEarth_10m_rivers_lake_centerlines
CRI;San Juan;;11.079246581736829;-84.43965907217446;5;River;NaturalEarth_10m_rivers_lake_centerlines
CZE;Elba;;51.66350893615199;12.998173175135182;5;River;NaturalEarth_10m_rivers_lake_centerlines
CZE;Moldava;;49.365320961045924;14.256433142096828;9;River;NaturalEarth_10m_rivers_lake_centerlines
CZE;Morava;;49.213284314643346;17.11662763951768;8;River;NaturalEarth_10m_rivers_lake_centerlines
CZE;Oder;;51.52422518750993;16.23054540751329;4;River;NaturalEarth_10m_rivers_lake_centerlines
DEU;Danúbio;;48.44200985035113;12.669786905080507;2;River;NaturalEarth_10m_rivers_lake_centerlines
DEU;Elba;;51.66350893615199;12.998173175135182;5;River;NaturalEarth_10m_rivers_lake_centerlines
DEU;Ems;;52.34443716097532;7.71448368293193;8;River;NaturalEarth_10m_rivers_lake_centerlines
DEU;Inn;;47.55152878817642;11.648701614056034;8;River;NaturalEarth_10m_rivers_lake_centerlines
DEU;Meno;;49.95036600444717;10.00263294880094;8;River;NaturalEarth_10m_rivers_lake_centerlines
DEU;Mosela;;49.265647666280024;6.609919713184228;7;River;NaturalEarth_10m_rivers_lake_centerlines
DEU;Oder;;51.52422518750993;16.23054540751329;4;River;NaturalEarth_10m_rivers_lake_centerlines
DEU;Reno;;47.63110001112141;9.235863232785148;4;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
DEU;Varta;;51.962387250565904;17.56340758211914;8;River;NaturalEarth_10m_rivers_lake_centerlines
DEU;Weser;;51.78497715431555;9.594724162183597;7;River;NaturalEarth_10m_rivers_lake_centerlines
DOM;Yaque del Norte;;19.549332146502152;-71.07648846889413;8;River;NaturalEarth_10m_rivers_lake_centerlines
ECU;Içá;;-1.566534030710978;-72.61254605724528;7;River;NaturalEarth_10m_rivers_lake_centerlines
ECU;Mira;;1.0367619476768999;-78.45368896346763;8;River;NaturalEarth_10m_rivers_lake_centerlines
ECU;Napo;;-1.6792951118314308;-75.13268699580003;7;River;NaturalEarth_10m_rivers_lake_centerlines
ECU;Santiago;;-2.783042095672886;-77.17240570342203;9;River;NaturalEarth_10m_rivers_lake_centerlines
ECU;Tumbes;;-4.438813128909434;-80.16164074889166;7;River;NaturalEarth_10m_rivers_lake_centerlines
EGY;Braço Damietta;;30.885527760994908;31.377272584512678;1;River;NaturalEarth_10m_rivers_lake_centerlines
EGY;Canal de Ismaília;;30.439282768589145;31.721971530047508;6;River;NaturalEarth_10m_rivers_lake_centerlines
EGY;Canal de Roseta;;30.74821279094645;30.779654800325556;1;River;NaturalEarth_10m_rivers_lake_centerlines
EGY;Canal de Suez;;30.29648852961561;32.45642458362995;6;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
EGY;Nilo;;21.917247622860422;31.979785676922127;1;River;NaturalEarth_10m_rivers_lake_centerlines
EGY;None;;31.048106884447115;30.385071792051697;7;River;NaturalEarth_10m_rivers_lake_centerlines
ERI;Tekezé;;14.270871031133538;36.80556998821373;6;River;NaturalEarth_10m_rivers_lake_centerlines
ESP;Douro;;41.456900588583636;-5.227845698557505;6;River;NaturalEarth_10m_rivers_lake_centerlines
ESP;Ebro;;41.990338058451584;-1.5272571734938274;5;River;NaturalEarth_10m_rivers_lake_centerlines
ESP;Esla;;42.2135406819599;-5.5475984171729165;8;River;NaturalEarth_10m_rivers_lake_centerlines
ESP;Garona;;43.81572875813768;0.6299376473318453;6;River;NaturalEarth_10m_rivers_lake_centerlines
ESP;Guadalquivir;;37.796883179755895;-4.595996895869162;8;River;NaturalEarth_10m_rivers_lake_centerlines
ESP;Guadiana;;39.30201844952694;-4.99524757101349;7;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
ESP;Minho;;42.73221122230818;-7.7065944423442705;9;River;NaturalEarth_10m_rivers_lake_centerlines
ESP;Segre;;42.004814792999596;1.1381583594766065;9;River;NaturalEarth_10m_rivers_lake_centerlines
ESP;Tejo;;40.017959497913445;-4.8714561727324766;5;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
ESP;Zncara;;39.570127754096895;-2.6874149607483138;7;River;NaturalEarth_10m_rivers_lake_centerlines
EST;Narva;;58.55877751786638;27.714982930825727;7;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
ETH;Akobo;;7.067440946810402;34.43925043164736;7;River;NaturalEarth_10m_rivers_lake_centerlines
ETH;Awash;;9.706683119759841;40.14032194789847;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
ETH;Ganale Dorya;;5.503230344296582;40.362374803542686;6;River;NaturalEarth_10m_rivers_lake_centerlines
ETH;Juba;;2.1698826133455906;42.445544673977;6;River;NaturalEarth_10m_rivers_lake_centerlines
ETH;Lesser Abay;;11.830679444127263;37.29066170169564;3;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
ETH;Nilo Azul;;11.449614747364278;37.07016682512656;3;River;NaturalEarth_10m_rivers_lake_centerlines
ETH;None;;1.644930222587694;40.532509694880474;8;River;NaturalEarth_10m_rivers_lake_centerlines
ETH;Omo;;6.639858821326506;36.692019198440164;6;River;NaturalEarth_10m_rivers_lake_centerlines
ETH;Shebelle;;6.827624524261597;41.932307846669126;7;River;NaturalEarth_10m_rivers_lake_centerlines
ETH;Tekezé;;12.886590345651546;38.548420536272644;8;River;NaturalEarth_10m_rivers_lake_centerlines
FIN;Jänisjoki;;62.28472509617285;30.716481249379505;9;River;NaturalEarth_10m_rivers_lake_centerlines
FIN;Kemijoki;;66.6313872696857;27.45033057859238;6;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
FIN;Kokemäenjoki;;61.32831005788488;22.16144996828636;6;River;NaturalEarth_10m_rivers_lake_centerlines
FIN;Lotta;;68.56216586688065;29.03458850619914;7;River;NaturalEarth_10m_rivers_lake_centerlines
FIN;Luiro;;67.55310247742933;27.47492479320653;8;River;NaturalEarth_10m_rivers_lake_centerlines
FIN;Muonio;;68.1620323676699;22.71479470683262;8;River;NaturalEarth_10m_rivers_lake_centerlines
FIN;Oulu;;64.80083375083197;26.125309298710235;8;River;NaturalEarth_10m_rivers_lake_centerlines
FIN;Paatsjoki;;69.23519908234583;29.377556567888288;8;River;NaturalEarth_10m_rivers_lake_centerlines
FIN;Tornelven;;67.0860891901654;22.888730817906833;7;River;NaturalEarth_10m_rivers_lake_centerlines
FIN;Vuoksi;;60.90874205699081;29.27436288969922;6;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Ariège;;43.04633429854426;1.6125118673910674;6;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Dordogne;;45.024267450221195;1.2179507077009342;8;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Doubs;;47.16363528354608;6.248208320747058;8;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Durance;;44.147552694588214;5.842292064558576;9;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Escalda;;50.70908669578718;3.6752425565598372;8;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Garona;;43.81572875813768;0.6299376473318453;6;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Litani;;2.8986164971718296;-54.31140548764583;7;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Loire;;46.89239981840331;2.027498096453796;5;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Marne;;48.76110073114308;3.9778194928830586;9;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Maroni;;4.4907025306119115;-54.344899462697555;7;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Mosa;;50.12848226599765;5.39401446126368;8;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Mosela;;49.265647666280024;6.609919713184228;7;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Reno;;47.99300306264035;7.984524170986235;4;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Ródano;;45.33940321886769;5.680704791879799;6;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Segre;;42.004814792999596;1.1381583594766065;9;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Sena;;46.3186085482118;4.860108064080917;8;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Tarn;;44.05333892231614;2.362718536796904;9;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Vienne;;46.28882099744515;0.8968982299991068;9;River;NaturalEarth_10m_rivers_lake_centerlines
FRA;Yonne;;47.73455085859097;3.510060337207602;8;River;NaturalEarth_10m_rivers_lake_centerlines
GAB;Aïna;;1.9247753275357184;13.03598279982739;7;River;NaturalEarth_10m_rivers_lake_centerlines
GAB;Benito;;1.6256369800688382;10.760002089052662;7;River;NaturalEarth_10m_rivers_lake_centerlines
GAB;Ivindo;;0.511056372341832;12.722201424757362;7;River;NaturalEarth_10m_rivers_lake_centerlines
GAB;Ngunié;;-1.6662835729426975;11.124174330681939;8;River;NaturalEarth_10m_rivers_lake_centerlines
GAB;Ogooué;;-0.8025762274404709;10.005834533381458;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
GBR;Canal Caledoniano;;56.87519819886647;-5.0458302589633925;8;River;NaturalEarth_10m_rivers_lake_centerlines
GBR;Ness;;57.26519990807726;-4.504850917643241;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
GBR;Oich;;56.9662904350525;-4.900704248082139;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
GBR;Severn;;52.42420958177267;-2.7435429062333205;8;River;NaturalEarth_10m_rivers_lake_centerlines
GBR;Trent;;53.039016140595415;-1.3247766953647535;8;River;NaturalEarth_10m_rivers_lake_centerlines
GBR;Tâmisa;;51.57086831579132;-0.8844868794109843;6;River;NaturalEarth_10m_rivers_lake_centerlines
GEO;Kura;;40.895873594760126;45.66132897865789;8;River;NaturalEarth_10m_rivers_lake_centerlines
GHA;Oti;;8.198137764254422;0.14192775334990174;8;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
GHA;Volta;;7.582743159255085;-0.1466637224238459;5;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
GHA;Volta Branco;;8.882882389622234;-1.0890851695672068;6;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
GHA;Volta Negro;;8.697226802690691;-1.3585296681317882;5;Lake Centerline;NaturalEarth_10m_rivers_lake_centerlines
GIN;Bafing;;12.09274529058364;-10.901101611326546;4;River;NaturalEarth_10m_rivers_lake_centerlines
GIN;Geba;;11.869389635249934;-13.821607271487009;7;River;NaturalEarth_10m_rivers_lake_centerlines
GIN;Gâmbia;;12.918991241613423;-13.313321011714674;7;River;NaturalEarth_10m_rivers_lake_centerlines
GIN;Níger;;11.936020717309985;-0.843297936737357;3;River;NaturalEarth_10m_rivers_lake_centerlines
GIN;Rokel;;9.013323404181627;-11.898819817932846;9;River;NaturalEarth_10m_rivers_lake_centerlines
GIN;Saint Paul;;7.516820948021129;-9.69376795921439;8;River;NaturalEarth_10m_rivers_lake_centerlines
GMB;Gâmbia;;12.918991241613423;-13.313321011714674;7;River;NaturalEarth_10m_rivers_lake_centerlines
GNB;Geba;;11.869389635249934;-13.821607271487009;7;River;NaturalEarth_10m_rivers_lake_centerlines
GNQ;Benito;;1.6256369800688382;10.760002089052662;7;River;NaturalEarth_10m_rivers_lake_centerlines
GRC;Haliácmon;;40.31315158560988;21.70838471360711;8;River;NaturalEarth_10m_rivers_lake_centerlines
GRC;Maritsa;;41.76706844355747;25.554940974531767;7;River;NaturalEarth_10m_rivers_lake_centerlines
GRC;Struma;;41.738801788356014;23.18568303115163;9;River;NaturalEarth_10m_rivers_lake_centerlines
GTM;Chixoy;;15.663763246300945;-90.72163878099128;5;River;NaturalEarth_10m_rivers_lake_centerlines
GTM;Cuilco;;15.433431888187961;-91.92752847934406;7;River;NaturalEarth_10m_rivers_lake_centerlines
GTM;Lempa;;13.94518811210623;-88.92908041934425;7;River;NaturalEarth_10m_rivers_lake_centerlines
GTM;Motagua;;15.179624161779016;-89.55811915660671;8;River;NaturalEarth_10m_rivers_lake_centerlines
GTM;Usumacinta;;17.59894013216764;-91.59356974294408;5;River;NaturalEarth_10m_rivers_lake_centerlines
GUY;Corentyne;;2.927501678210786;-57.201407075166486;7;River;NaturalEarth_10m_rivers_lake_centerlines
GUY;Cuyuni;;6.970593000719172;-60.71747057110096;7;River;NaturalEarth_10m_rivers_lake_centerlines
GUY;Essequibo;;3.756896167323068;-58.50483137684561;7;River;NaturalEarth_10m_rivers_lake_centerlines
GUY;Kabalebo;;4.09509554540048;-57.44171806805148;7;River;NaturalEarth_10m_rivers_lake_centerlines
HND;Coco;;14.336396642241535;-84.97868578889894;6;River;NaturalEarth_10m_rivers_lake_centerlines
HND;Lempa;;13.94518811210623;-88.92908041934425;7;River;NaturalEarth_10m_rivers_lake_centerlines
