iso3,country,site,site_qid,type,year,lat,lon
CHN,China,Grutas de Mogao,Q43286,complexo de edifícios,1961,40.037222222222,94.804166666667
CHN,China,Grutas de Mogao,Q43286,complexo de edifícios,1987,40.037222222222,94.804166666667
CHN,China,Três Rios Paralelos das Áreas Protegidas de Yunnan,Q575035,tríade,2003,27.895,98.406388888889
CHN,China,Templo e Cemitério de Confúcio e Mansão da Família Kong em Qufu,Q1038473,tríade,1961,35.596512,116.984449
CHN,China,Templo e Cemitério de Confúcio e Mansão da Família Kong em Qufu,Q1038473,tríade,1994,35.596512,116.984449
CHN,China,Dengfeng,Q877609,cidade administrativa,,34.41609,113.04242
CHN,China,Dengfeng,Q877609,cidade administrativa,,34.46031,113.02803
CHN,China,Tulou de Fujian,Q718001,conjunto de edifícios,1996,24.6587,116.975
CHN,China,Tulou de Fujian,Q718001,conjunto de edifícios,2001,24.6587,116.975
CHN,China,Tulou de Fujian,Q718001,conjunto de edifícios,2006,24.6587,116.975
CHN,China,Tulou de Fujian,Q718001,conjunto de edifícios,2008,24.6587,116.975
CHN,China,Grande Canal da China,Q31347,conjunto de edifícios,2014,30.261388888889,120.22388888889
CHN,China,Grande Canal da China,Q31347,conjunto de edifícios,2013,30.261388888889,120.22388888889
CHN,China,Hoh Xil,Q1790760,região natural,2017,35.15,91.0
CHN,China,Sítio fossilífero de Chengjiang,Q3485434,Lagerstätte,2012,24.668888888889,102.97722222222
CHN,China,Shangdu,Q471765,cidade planeada,2012,42.358021111111,116.18515888889
CHN,China,Shangdu,Q471765,cidade planeada,1988,42.358021111111,116.18515888889
CHN,China,Jardins Clássicos de Suzhou,Q1144337,jardim,1997,31.32666667,120.62555556
CHN,China,Grutas de Longmen,Q273834,gruta,1961,34.555555555556,112.46972222222
CHN,China,Grutas de Longmen,Q273834,gruta,2000,34.555555555556,112.46972222222
CHN,China,Grutas de Yungang,Q308805,gruta,1961,40.109722222222,113.12222222222
CHN,China,Grutas de Yungang,Q308805,gruta,2001,40.109722222222,113.12222222222
CHN,China,Zhoukoudian,Q499552,,1961,39.68896,115.92483
CHN,China,Zhoukoudian,Q499552,,1987,39.68896,115.92483
CHN,China,Túmulos Imperiais das Dinastias Ming e Qing,Q817164,,2000,31.01666667,112.65
CHN,China,Danxia da China,Q1286650,,2010,28.4219,106.043
CHN,China,Templo de Sam Kai Vui Kun,Q2200748,,,22.194,113.53941
CHN,China,Rota da Seda: Corredor Chang'an-Tianshan,Q17277933,,2014,34.3044,108.8572
CIV,Costa do Marfim,Parque nacional de Taï,Q328577,parque nacional,1982,5.75,-7.12
CIV,Costa do Marfim,Parque nacional de Taï,Q328577,parque nacional,1982,5.75,-7.6666666666667
CIV,Costa do Marfim,Parque nacional do Comoé,Q501344,parque nacional,1983,9.1636111111111,-3.7725
CIV,Costa do Marfim,Parque nacional do Comoé,Q501344,parque nacional,1983,8.8225,-3.5905555555556
CIV,Costa do Marfim,Parque nacional de Taï,Q328577,reserva da biosfera,1982,5.75,-7.12
CIV,Costa do Marfim,Parque nacional de Taï,Q328577,reserva da biosfera,1982,5.75,-7.6666666666667
CIV,Costa do Marfim,Parque nacional do Comoé,Q501344,reserva da biosfera,1983,9.1636111111111,-3.7725
CIV,Costa do Marfim,Parque nacional do Comoé,Q501344,reserva da biosfera,1983,8.8225,-3.5905555555556
CIV,Costa do Marfim,Parque nacional do Comoé,Q501344,parque,1983,9.1636111111111,-3.7725
CIV,Costa do Marfim,Parque nacional do Comoé,Q501344,parque,1983,8.8225,-3.5905555555556
CIV,Costa do Marfim,Sudanese style mosques in northern Côte d'Ivoire,Q65725484,conjunto de estruturas ou edifícios,2021,10.490317,-6.410167
CIV,Costa do Marfim,Sudanese style mosques in northern Côte d'Ivoire,Q65725484,conjunto de estruturas ou edifícios,2006,10.490317,-6.410167
CIV,Costa do Marfim,Historic town of Grand-Bassam,Q107482578,espaço urbano,2012,5.1965,-3.7368
CIV,Costa do Marfim,Reserva natural integral do Monte Nimba,Q924276,reserva natural,1981,7.603,-8.391
CIV,Costa do Marfim,Reserva natural integral do Monte Nimba,Q924276,reserva natural estrita,1981,7.603,-8.391
CIV,Costa do Marfim,Historic town of Grand-Bassam,Q107482578,centro histórico,2012,5.1965,-3.7368
CMR,Camarões,Museum of the Bamoun Kings,Q125208063,museu,,5.7326888732342,10.901576734798
CMR,Camarões,Museum of the Bamoun Kings,Q125208063,património cultural imaterial,,5.7326888732342,10.901576734798
CMR,Camarões,Reserva de fauna de Dja,Q843147,reserva da biosfera,1987,3.0167,12.9833
CMR,Camarões,Museum of the Bamoun Kings,Q125208063,museu de arte,,5.7326888732342,10.901576734798
CMR,Camarões,Museum of the Bamoun Kings,Q125208063,Museu vivo,,5.7326888732342,10.901576734798
CMR,Camarões,Reserva de fauna de Dja,Q843147,reserva de fauna,1987,3.0167,12.9833
CMR,Camarões,Trinacional Sangha,Q2580451,grupo de áreas protegidas,2012,2.6666666666667,16.333333333333
CMR,Camarões,Museum of the Bamoun Kings,Q125208063,museu histórico,,5.7326888732342,10.901576734798
CMR,Camarões,Diy-Gid-Biy,Q5285004,sítio arqueológico,2018,10.91666667,13.83333333
CMR,Camarões,Diy-Gid-Biy,Q5285004,sítio arqueológico,2025,10.91666667,13.83333333
COD,Congo - Kinshasa,Parque nacional de Virunga,Q223589,parque nacional,1979,-0.5,29.5
COD,Congo - Kinshasa,Parque nacional da Garamba,Q308893,parque nacional,1980,4.0,29.25
COD,Congo - Kinshasa,Parque nacional da Garamba,Q308893,parque nacional,1980,4.19559,29.48093
COD,Congo - Kinshasa,Parque nacional da Salonga,Q328488,parque nacional,1984,-1.76516,21.49723
COD,Congo - Kinshasa,Parque nacional da Salonga,Q328488,parque nacional,1984,-2.0,21.0
COD,Congo - Kinshasa,Parque nacional de Kahuzi-Biega,Q457324,parque nacional,1980,-2.3148055555556,28.758666666667
COD,Congo - Kinshasa,Reserva de fauna dos ocapis,Q457304,reserva de fauna,1996,2.0,28.5
COD,Congo - Kinshasa,Parque nacional da Salonga,Q328488,floresta tropical,1984,-1.76516,21.49723
COD,Congo - Kinshasa,Parque nacional da Salonga,Q328488,floresta tropical,1984,-2.0,21.0
COG,República do Congo,Odzala National Park,Q263883,parque nacional,2023,0.8,14.9
COG,República do Congo,Odzala National Park,Q263883,parque nacional,2008,0.8,14.9
COG,República do Congo,Trinacional Sangha,Q2580451,grupo de áreas protegidas,2012,2.6666666666667,16.333333333333
COL,Colômbia,Parque Nacional Los Katios,Q305169,parque nacional,1994,7.8,-77.15
COL,Colômbia,Parque Nacional Chiribiquete,Q2603196,parque nacional,2018,0.700607,-72.8054
COL,Colômbia,Parque Nacional Chiribiquete,Q2603196,parque nacional,1993,0.700607,-72.8054
COL,Colômbia,Caminhos Incas,Q948975,rede de estradas,2014,-18.25,-69.59166667
COL,Colômbia,Caminhos Incas,Q948975,rede de estradas,2001,-18.25,-69.59166667
COL,Colômbia,Centro Histórico de Santa Cruz de Mompox,Q8343767,centro histórico,1995,9.2404722222222,-74.423083888889
COL,Colômbia,Centro Histórico de Santa Cruz de Mompox,Q8343767,espaço urbano,1995,9.2404722222222,-74.423083888889
COL,Colômbia,Eixo cafeeiro,Q27960,paisagem cultural,2011,4.9026326791538,-75.617014706005
COL,Colômbia,Parque Arqueológico de San Agustín,Q2887224,bem cultural,1995,1.91667,-76.2333
COL,Colômbia,"Port, Fortresses and Group of Monuments, Cartagena",Q6091925,conjunto de edifícios,1984,10.41666667,-75.53333333
COL,Colômbia,Santa Cruz de Mompox (Colômbia),Q740288,município da Colômbia,1995,9.2394444444444,-74.425
COL,Colômbia,Santa Cruz de Mompox (Colômbia),Q740288,cidade na Colômbia,1995,9.2394444444444,-74.425
COL,Colômbia,Parque Arqueológico Nacional de Tierradentro,Q179506,,1995,2.583,-76.033
COL,Colômbia,Palenque de São Basilio,Q692174,,,10.103318,-75.199013
COL,Colômbia,Malpelo Fauna and Flora Sanctuary,Q108379504,,2006,4.0,-81.6
CPV,Cabo Verde,Cidade Velha,Q464913,espaço urbano,2009,14.916666666667,-23.604166666667
CPV,Cabo Verde,Cidade Velha,Q464913,vila,2009,14.916666666667,-23.604166666667
CRI,Costa Rica,Cocos Island National Park,Q6062995,parque nacional,1997,5.53333,-87.0667
CRI,Costa Rica,Zona de Conservação de Guanacaste,Q775154,organização,1999,10.85,-85.61666667
CRI,Costa Rica,Talamanca Range-La Amistad Reserves,Q6106226,grupo de áreas protegidas,1983,9.4069,-82.9386
CRI,Costa Rica,Talamanca Range-La Amistad Reserves,Q6106226,grupo de áreas protegidas,1983,9.40694444,-82.93861111
CRI,Costa Rica,Talamanca Range-La Amistad Reserves,Q6106226,cordilheira,1983,9.4069,-82.9386
CRI,Costa Rica,Talamanca Range-La Amistad Reserves,Q6106226,cordilheira,1983,9.40694444,-82.93861111
CRI,Costa Rica,Zona de Conservação de Guanacaste,Q775154,área protegida,1999,10.85,-85.61666667
CRI,Costa Rica,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Q65114170,,,8.938453,-83.502539
CUB,Cuba,Vale de Viñales,Q48108,vale,1999,22.616666666667,-83.716666666667
CUB,Cuba,El Templete (Havana),Q8773463,edifício,,23.14049444,-82.34903333
CUB,Cuba,El Templete (Havana),Q8773463,templo,,23.14049444,-82.34903333
CUB,Cuba,Parque Nacional Desembarco del Granma,Q909755,parque nacional,1999,19.883333,-77.633333
CUB,Cuba,Parque Nacional Alejandro de Humboldt,Q48153,parque nacional,2001,20.45805556,-74.9
CUB,Cuba,Castelo de San Pedro de la Roca,Q910189,fortaleza,1997,19.968705555556,-75.8703
CUB,Cuba,Agramonte Park (Camaguey),Q110943876,praça,,21.379045182679,-77.918394229637
CUB,Cuba,Centro Histórico Urbano de Cienfuegos,Q8343758,centro histórico,2005,22.14555556,-80.43638889
CUB,Cuba,Historic Centre of Camagüey,Q65122987,centro histórico,,22.1424,-80.4531
CUB,Cuba,Vale de Viñales,Q48108,atração turística,1999,22.616666666667,-83.716666666667
CUB,Cuba,Centro Histórico Urbano de Cienfuegos,Q8343758,espaço urbano,2005,22.14555556,-80.43638889
CUB,Cuba,Trinidad and the Valley de los Ingenios,Q15819677,espaço urbano,1988,21.80305556,-79.98444444
CUB,Cuba,Historic Centre of Camagüey,Q65122987,espaço urbano,,22.1424,-80.4531
CUB,Cuba,Paisagem Arqueológica das Primeiras Plantações de Café do Sudeste de Cuba,Q636714,paisagem,2000,20.03,-75.3914
CUB,Cuba,Trinidad and the Valley de los Ingenios,Q15819677,conjunto de estruturas ou edifícios,1988,21.80305556,-79.98444444
CUB,Cuba,Old Havana and its Fortification System,Q65121255,conjunto de estruturas ou edifícios,,23.133333,-82.35
CUB,Cuba,Vale de Viñales,Q48108,área natural,1999,22.616666666667,-83.716666666667
CUW,Curaçao,"Historic Area of Willemstad, Inner City and Harbour, Curaçao",Q17240216,centro histórico,1997,12.106141,-68.934201
CUW,Curaçao,Fortkerk,Q113501274,igreja,,12.104461111111,-68.934438888889
CYP,Chipre,Igrejas Pintadas na Região de Troodos,Q462702,igreja,1985,34.920277777778,33.095833333333
CYP,Chipre,Paphos,Q64433741,Património Mundial da Unesco,1980,34.75833,32.40556
CYP,Chipre,Choirokoitia,Q385086,sítio arqueológico,1998,34.796725,33.343719444444
CZE,Tchéquia,Historic Centre of Český Krumlov,Q64636277,centro histórico,1992,48.816666666667,14.316666666667
CZE,Tchéquia,Historic Centre of Telč,Q64640311,centro histórico,1992,49.18333,15.45
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,centro histórico,2023,50.3206153,13.6194739
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,centro histórico,2023,50.32496,13.54509
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,centro histórico,2023,50.3295931,13.5444503
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,centro histórico,2023,50.3206153,13.6194739
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,centro histórico,2023,50.32496,13.54509
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,centro histórico,2023,50.3295931,13.5444503
CZE,Tchéquia,Ore Mountain Mining Region,Q1945612,região da mina,2019,50.4065,12.8373
CZE,Tchéquia,Ore Mountain Mining Region,Q1945612,região da mina,2012,50.4065,12.8373
CZE,Tchéquia,Castelo de Litomyšl,Q2164885,château,1999,49.873437833333,16.312648833333
CZE,Tchéquia,Cidade Velha,Q748211,centro urbano,1992,50.0847,14.4203
CZE,Tchéquia,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,área protegida,2007,49.0,15.0
CZE,Tchéquia,Paisagem Cultural de Lednice-Valtice,Q735278,paisagem cultural,1992,48.7758,16.775
CZE,Tchéquia,Paisagem Cultural de Lednice-Valtice,Q735278,paisagem cultural,1996,48.7758,16.775
CZE,Tchéquia,Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,Q64677110,paisagem cultural,2019,50.0567,15.4843
CZE,Tchéquia,Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,Q64677110,paisagem cultural,2019,50.0574,15.48433
CZE,Tchéquia,Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,Q64677110,paisagem cultural,2007,50.0567,15.4843
CZE,Tchéquia,Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,Q64677110,paisagem cultural,2007,50.0574,15.48433
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,paisagem cultural,2023,50.3206153,13.6194739
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,paisagem cultural,2023,50.32496,13.54509
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,paisagem cultural,2023,50.3295931,13.5444503
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,paisagem cultural,2023,50.3206153,13.6194739
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,paisagem cultural,2023,50.32496,13.54509
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,paisagem cultural,2023,50.3295931,13.5444503
CZE,Tchéquia,Vila Tugendhat,Q457453,villa,1995,49.207222222222,16.615833333333
CZE,Tchéquia,Vila Tugendhat,Q457453,villa,2001,49.207222222222,16.615833333333
CZE,Tchéquia,Vila Tugendhat,Q457453,villa,1963,49.207222222222,16.615833333333
CZE,Tchéquia,Igreja de Peregrinação de São João Nepomuceno,Q752318,igreja,1994,49.58,15.94194
CZE,Tchéquia,Jewish Quarter and St Procopius' Basilica in Třebíč,Q16988075,conjunto de edifícios,2003,49.2172,15.8789
CZE,Tchéquia,Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,Q17117941,conjunto de edifícios,1995,49.95,15.26666667
CZE,Tchéquia,Gardens and Castle at Kroměříž,Q64642132,conjunto de edifícios,1998,,
CZE,Tchéquia,Igreja de Peregrinação de São João Nepomuceno,Q752318,santuário,1994,49.58,15.94194
CZE,Tchéquia,Cidade Velha,Q748211,espaço urbano,1992,50.0847,14.4203
CZE,Tchéquia,Historic Centre of Český Krumlov,Q64636277,espaço urbano,1992,48.816666666667,14.316666666667
CZE,Tchéquia,Historic Centre of Telč,Q64640311,espaço urbano,1992,49.18333,15.45
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,espaço urbano,2023,50.3206153,13.6194739
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,espaço urbano,2023,50.32496,13.54509
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,espaço urbano,2023,50.3295931,13.5444503
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,espaço urbano,2023,50.3206153,13.6194739
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,espaço urbano,2023,50.32496,13.54509
CZE,Tchéquia,Žatec and the Landscape of Saaz Hops,Q122898593,espaço urbano,2023,50.3295931,13.5444503
CZE,Tchéquia,Cidade Velha,Q748211,área cadastral na República Checa,1992,50.0847,14.4203
CZE,Tchéquia,Holašovice,Q826452,área cadastral na República Checa,1998,48.966666666667,14.266666666667
CZE,Tchéquia,Castelo de Litomyšl,Q2164885,casa de shows,1999,49.873437833333,16.312648833333
CZE,Tchéquia,Cidade Velha,Q748211,parte da municipalidade na República Checa,1992,50.0847,14.4203
CZE,Tchéquia,Holašovice,Q826452,parte da municipalidade na República Checa,1998,48.966666666667,14.266666666667
CZE,Tchéquia,Vila Tugendhat,Q457453,edifício de museu,1995,49.207222222222,16.615833333333
CZE,Tchéquia,Vila Tugendhat,Q457453,edifício de museu,2001,49.207222222222,16.615833333333
CZE,Tchéquia,Vila Tugendhat,Q457453,edifício de museu,1963,49.207222222222,16.615833333333
CZE,Tchéquia,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,grupo,2007,49.0,15.0
CZE,Tchéquia,Coluna da Santíssima Trindade,Q742362,,2000,49.59402,17.250492
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2021,50.330555555556,7.7286083333333
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2021,50.492222222222,5.8669444444444
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2021,49.964958333333,12.701322222222
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2021,43.888605555556,10.779444444444
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2021,48.757494444444,8.2424944444444
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2021,50.223055555556,12.883605555556
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2021,50.117222222222,12.350555555556
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2021,46.123608333333,3.4202777777778
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2021,48.009994444444,16.233605555556
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2021,50.197775,10.075
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2021,51.381305555556,-2.3590555555556
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2014,50.330555555556,7.7286083333333
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2014,50.492222222222,5.8669444444444
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2014,49.964958333333,12.701322222222
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2014,43.888605555556,10.779444444444
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2014,48.757494444444,8.2424944444444
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2014,50.223055555556,12.883605555556
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2014,50.117222222222,12.350555555556
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2014,46.123608333333,3.4202777777778
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2014,48.009994444444,16.233605555556
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2014,50.197775,10.075
CZE,Tchéquia,Grandes cidades termais da Europa,Q16064866,,2014,51.381305555556,-2.3590555555556
CZE,Tchéquia,Historic Centre of Prague,Q64637410,,1992,50.0,14.56
CZE,Tchéquia,Historic Centre of Prague,Q64637410,,1992,50.08972,14.41944
DMA,Dominica,Parque Nacional de Morne Trois Pitons,Q629436,parque nacional,1997,15.266667,-61.283333
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,Património Mundial da Unesco,2023,55.394166666667,11.265277777778
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,Património Mundial da Unesco,2023,56.623333333333,9.7702777777778
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,Património Mundial da Unesco,2023,55.469722222222,12.121944444444
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,Património Mundial da Unesco,2023,55.391944444444,10.389166666667
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,Património Mundial da Unesco,2023,56.995277777778,9.2547222222222
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,Património Mundial da Unesco,2018,55.394166666667,11.265277777778
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,Património Mundial da Unesco,2018,56.623333333333,9.7702777777778
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,Património Mundial da Unesco,2018,55.469722222222,12.121944444444
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,Património Mundial da Unesco,2018,55.391944444444,10.389166666667
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,Património Mundial da Unesco,2018,56.995277777778,9.2547222222222
DNK,Dinamarca,Wadden Sea,Q64590476,Património Mundial da Unesco,2009,53.528611111111,8.5561111111111
DNK,Dinamarca,Christiansfeld,Q3197288,vila,2015,55.356667,9.483056
DNK,Dinamarca,Castelo de Kronborg,Q189358,palácio,2000,56.038611111111,12.621944444444
DNK,Dinamarca,Castelo de Kronborg,Q189358,castelo,2000,56.038611111111,12.621944444444
DNK,Dinamarca,Castelo de Kronborg,Q189358,museu,2000,56.038611111111,12.621944444444
DNK,Dinamarca,Q1517331,Q1517331,falésia,2025,54.964167,12.552222
DNK,Dinamarca,Stevns Klint,Q1614152,falésia,2014,55.2822,12.45
DNK,Dinamarca,Moravian Church Settlements,Q128009257,povoamento humano,2015,40.619166666667,-75.380833333333
DNK,Dinamarca,Moravian Church Settlements,Q128009257,povoamento humano,2015,51.015555555556,14.744166666667
DNK,Dinamarca,Moravian Church Settlements,Q128009257,povoamento humano,2015,55.355555555556,9.4813888888889
DNK,Dinamarca,Moravian Church Settlements,Q128009257,povoamento humano,2015,54.853611111111,-6.3269444444444
DNK,Dinamarca,Catedral de Roskilde,Q209705,Catedral luterana,1995,55.642669444444,12.080308333333
DNK,Dinamarca,Stevns Klint,Q1614152,Nível K-T,2014,55.2822,12.45
DNK,Dinamarca,Jelling Heritage Site,Q4993586,sítio arqueológico,1994,55.75651427092,9.4197434293488
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,grupo,2023,55.394166666667,11.265277777778
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,grupo,2023,56.623333333333,9.7702777777778
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,grupo,2023,55.469722222222,12.121944444444
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,grupo,2023,55.391944444444,10.389166666667
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,grupo,2023,56.995277777778,9.2547222222222
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,grupo,2018,55.394166666667,11.265277777778
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,grupo,2018,56.623333333333,9.7702777777778
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,grupo,2018,55.469722222222,12.121944444444
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,grupo,2018,55.391944444444,10.389166666667
DNK,Dinamarca,Viking Age Ring Fortresses,Q64518271,grupo,2018,56.995277777778,9.2547222222222
DNK,Dinamarca,Castelo de Kronborg,Q189358,forte,2000,56.038611111111,12.621944444444
DNK,Dinamarca,Paisagem de caça medieval no norte da Zelândia,Q10620357,paisagem cultural,2015,55.9136,12.3578
DOM,República Dominicana,Iglesia de Las Mercedes,Q130421295,igreja,,,
DOM,República Dominicana,Cidade Colonial de São Domingos,Q2470834,espaço urbano,1990,18.473,-69.883
DOM,República Dominicana,Cidade Colonial de São Domingos,Q2470834,centro histórico,1990,18.473,-69.883
DZA,Argélia,Vale de M'Zab,Q724484,vale,1982,32.487222222222,3.6813888888889
DZA,Argélia,Vale de M'Zab,Q724484,oásis,1982,32.487222222222,3.6813888888889
DZA,Argélia,Beni Hammad,Q500367,povoamento humano,1980,35.813888888889,4.7933333333333
DZA,Argélia,Tassili n'Ajjer,Q190048,cordilheira,1982,25.666666666667,9.0
DZA,Argélia,Tassili n'Ajjer,Q190048,cordilheira,2001,25.666666666667,9.0
DZA,Argélia,Kasbah de Argel,Q662102,Casbá,1992,36.78333,3.06028
DZA,Argélia,Kasbah de Argel,Q662102,espaço urbano,1992,36.78333,3.06028
DZA,Argélia,Tassili n'Ajjer,Q190048,sítio arqueológico,1982,25.666666666667,9.0
DZA,Argélia,Tassili n'Ajjer,Q190048,sítio arqueológico,2001,25.666666666667,9.0
DZA,Argélia,Djémila,Q457362,sítio arqueológico,1982,36.32056,5.73667
DZA,Argélia,Timgad,Q459629,sítio arqueológico,1982,35.484237,6.468666
DZA,Argélia,Beni Hammad,Q500367,sítio arqueológico,1980,35.813888888889,4.7933333333333
DZA,Argélia,Vale de M'Zab,Q724484,sítio arqueológico,1982,32.487222222222,3.6813888888889
DZA,Argélia,Tipasa,Q3529269,sítio arqueológico,1982,36.5951,2.44077
DZA,Argélia,Tipasa,Q3529269,colónia romana,1982,36.5951,2.44077
DZA,Argélia,Kasbah de Argel,Q662102,almedina,1992,36.78333,3.06028
DZA,Argélia,Vale de M'Zab,Q724484,região histórica,1982,32.487222222222,3.6813888888889
DZA,Argélia,Djémila,Q457362,cidade romana,1982,36.32056,5.73667
DZA,Argélia,Timgad,Q459629,cidade romana,1982,35.484237,6.468666
DZA,Argélia,Tipasa,Q3529269,cidade da Antiguidade,1982,36.5951,2.44077
ECU,Equador,Parque Nacional Sangay,Q839603,parque nacional,1983,-1.8333333333333,-78.333333333333
ECU,Equador,Galápagos Islands,Q117188122,Património Mundial da Unesco,1978,-0.622977,-90.361243
ECU,Equador,Centro histórico de Santa Ana de los Ríos de Cuenca,Q8343759,espaço urbano,1999,-2.8979,-79.0049
ECU,Equador,Centro histórico de Quito,Q8343766,espaço urbano,1978,-0.22,-78.512083
ECU,Equador,Centro histórico de Santa Ana de los Ríos de Cuenca,Q8343759,centro histórico,1999,-2.8979,-79.0049
ECU,Equador,Centro histórico de Quito,Q8343766,centro histórico,1978,-0.22,-78.512083
ECU,Equador,Caminhos Incas,Q948975,rede de estradas,2014,-18.25,-69.59166667
ECU,Equador,Caminhos Incas,Q948975,rede de estradas,2001,-18.25,-69.59166667
EGY,Egito,Tebas,Q101583,sítio arqueológico,,25.720555555556,32.610277777778
EGY,Egito,Monumentos Núbios de Abu Simbel a Filas,Q4923872,sítio arqueológico,1979,22.33638889,31.62611111
EGY,Egito,Abu Mena,Q9278,sítio arqueológico,1979,30.84105,29.66349
EGY,Egito,Monumentos Núbios de Abu Simbel a Filas,Q4923872,museu a céu aberto,1979,22.33638889,31.62611111
EGY,Egito,Cairo histórico,Q1100964,espaço urbano,1979,30.046,31.2627
EGY,Egito,Tebas,Q101583,empório,,25.720555555556,32.610277777778
EGY,Egito,Wadi Al-Hitan,Q501833,monumento natural,2005,29.270833333333,30.043888888889
EGY,Egito,Cairo histórico,Q1100964,zona de cidade,1979,30.046,31.2627
EGY,Egito,Área de Santa Catarina,Q2468771,território,2002,28.55623,33.97543
EGY,Egito,Tebas,Q101583,cidade da Antiguidade,,25.720555555556,32.610277777778
EGY,Egito,Wadi Al-Hitan,Q501833,jazida paleontológica,2005,29.270833333333,30.043888888889
EGY,Egito,Tebas,Q101583,conjunto de estruturas ou edifícios,,25.720555555556,32.610277777778
EGY,Egito,Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur,Q1175856,conjunto de estruturas ou edifícios,1979,29.976,31.1304
ERI,Eritreia,Asmara: A Modernist African City,Q124393371,paisagem urbana,2017,15.335278,38.935833
ERI,Eritreia,Asmara: A Modernist African City,Q124393371,Património Mundial da Unesco,2017,15.335278,38.935833
ERI,Eritreia,Asmara: A Modernist African City,Q124393371,conjunto de estruturas ou edifícios,2017,15.335278,38.935833
ESP,Espanha,Q15126978,Q15126978,igreja,,42.521027777778,-0.75966666666667
